Year,Region,Region_Code,Population_M,GDP_per_capita_Lakh,Urbanization_Rate,Devices_Per_Person,Recycling_Rate,Ewaste_Tons
2010,Sikkim,SK,1.81,1.92,50.68,1.62,18.71,0.89
2017,Arunachal Pradesh,AR,2.6,1.74,62.15,2.07,14.07,1.97
2018,Gujarat,GJ,59.31,1.49,50.49,2.34,15.3,32.34
2020,Kerala,KL,31.25,3.45,31.42,2.28,24.59,24.95
2010,Bihar,BR,96.95,3.56,54.46,0.93,6.49,70.2
2019,Telangana,TG,43.01,1.4,31.47,3.04,23.27,19.26
2022,Assam,AS,33.35,5.74,41.33,2.13,21.04,61.07
2005,Gujarat,GJ,50.23,1.92,52.63,1.17,11.04,21.09
2019,Assam,AS,32.71,5.06,48.15,2.55,21.39,66.87
2006,Odisha,OR,38.78,1.91,30.47,0.32,14.24,2.76
2014,Manipur,MN,3.87,3.27,61.78,0.51,15.85,1.55
2019,Uttar Pradesh,UP,227.82,2.14,39.36,2.87,8.64,207.27
2005,Jharkhand,JH,25.66,1.99,61.8,1.2,15.22,14.48
2017,Punjab,PB,30.25,2.79,38.38,0.55,16.72,5.94
2020,Nagaland,NL,2.75,4.76,33.78,2.02,8.03,3.6
2019,Goa,GA,2.7,2.07,61.73,2.33,15.4,3.13
2005,Arunachal Pradesh,AR,2.3,1.04,23.94,1.1,17.32,0.21
2010,Andhra Pradesh,AP,45.6,1.99,71.14,0.36,10.25,9.36
2019,Chhattisgarh,CG,27.05,2.98,57.07,2.18,19.59,34.15
2019,Tamil Nadu,TN,71.81,2.73,35.48,1.59,7.02,40.08
2010,Maharashtra,MH,110.59,3.14,24.98,0.57,10.08,17.97
2008,Delhi,DL,14.2,1.55,40.93,0.42,3.34,1.5
2011,Meghalaya,ML,3.66,1.17,40.63,1.31,12.76,0.78
2020,Karnataka,KA,61.59,2.53,51.62,1.74,22.68,48.68
2006,West Bengal,WB,72.48,1.58,37.53,1.26,16.42,18.68
2006,Jammu & Kashmir,JK,13.97,1.41,42.45,1.02,11.48,3.17
2013,Goa,GA,2.55,1.36,48.9,1.53,11.03,0.91
2018,Jharkhand,JH,30.92,3.55,45.71,1.41,17.48,22.78
2007,Sikkim,SK,1.74,1.04,31.05,1.16,18.52,0.23
2014,Maharashtra,MH,118.76,2.04,64.59,1.45,19.16,75.29
2019,Andhra Pradesh,AP,49.8,3.98,47.23,2.12,20.48,69.66
2013,Nagaland,NL,2.49,2.56,44.23,1.1,17.42,1.17
2024,Kerala,KL,32.18,4.91,70.24,2.06,23.8,79.36
2019,Odisha,OR,45.73,3.31,43.01,2.11,19.63,49.27
2007,Goa,GA,2.3,1.54,35.38,0.9,7.55,0.39
2019,Madhya Pradesh,MP,75.36,5.61,55.26,2.72,18.89,215.48
2008,Nagaland,NL,2.37,0.91,63.26,0.48,11.61,0.24
2024,Goa,GA,2.86,4.38,29.22,2.11,22.66,2.31
2023,Gujarat,GJ,62.98,4.74,50.95,1.97,17.13,98.69
2017,Andhra Pradesh,AP,49.82,3.1,49.45,2.55,8.72,65.72
2010,Bihar,BR,97.29,3.55,54.11,0.93,6.48,69.44
2007,Haryana,HR,27.64,1.5,57.67,0.98,18.69,8.56
2006,Haryana,HR,28.29,1.25,36.02,0.55,18.06,2.46
2022,Telangana,TG,44.77,4.27,57.2,1.64,10.45,61.16
2018,Rajasthan,RJ,63.19,4.07,29.81,2.43,18.86,60.61
2006,Meghalaya,ML,3.45,1.87,36.3,0.99,3.5,0.84
2010,Madhya Pradesh,MP,66.83,1.24,61.89,0.54,5.97,10.0
2019,Jharkhand,JH,31.28,3.85,50.79,0.97,9.64,20.8
2007,Arunachal Pradesh,AR,2.3,0.82,69.86,1.33,7.85,0.64
2009,Assam,AS,28.62,1.38,45.61,0.51,18.98,3.2
2006,Jammu & Kashmir,JK,14.0,1.41,42.46,1.02,11.4,3.33
2019,Uttarakhand,UK,13.45,2.21,30.69,1.13,22.01,3.39
2015,Assam,AS,31.22,1.16,40.78,0.98,17.36,5.28
2019,Gujarat,GJ,59.98,4.5,46.55,0.66,19.94,26.54
2018,Goa,GA,2.7,1.18,30.03,1.87,17.1,0.64
2022,Jharkhand,JH,32.47,5.66,60.43,1.35,18.24,58.2
2024,Odisha,OR,48.23,5.87,66.54,0.86,11.99,63.0
2023,Karnataka,KA,64.82,3.43,74.8,3.46,24.99,197.65
2007,Sikkim,SK,1.73,1.04,30.99,1.16,18.49,0.23
2014,Meghalaya,ML,3.89,2.56,45.67,1.87,11.85,2.87
2009,Meghalaya,ML,3.64,0.92,62.02,1.11,12.31,0.77
2020,Sikkim,SK,2.03,2.58,72.64,2.67,9.14,3.68
2022,Kerala,KL,32.14,4.13,28.6,2.74,11.43,42.17
2018,Jammu & Kashmir,JK,15.99,1.44,32.37,0.87,22.06,2.27
2017,Uttarakhand,UK,13.03,2.33,33.7,1.98,7.76,8.23
2012,Meghalaya,ML,3.72,0.78,22.93,1.08,15.35,0.26
2005,Chhattisgarh,CG,22.53,1.43,49.78,0.62,6.29,3.77
2021,Madhya Pradesh,MP,75.99,6.38,67.89,2.83,16.48,322.98
2014,Tripura,TR,3.92,1.65,29.63,1.96,10.47,1.46
2017,Delhi,DL,16.04,3.92,61.18,1.25,18.26,16.17
2016,West Bengal,WB,82.53,1.87,45.6,0.45,21.87,11.93
2018,Odisha,OR,45.94,4.67,46.65,0.83,13.01,31.52
2008,Tamil Nadu,TN,63.76,2.02,55.95,0.75,13.93,20.77
2008,Jharkhand,JH,27.11,1.27,41.4,1.07,5.63,5.43
2007,Uttarakhand,UK,11.8,1.59,41.34,0.85,13.42,2.4
2007,Chhattisgarh,CG,23.52,2.24,30.92,1.04,8.34,6.6
2024,Goa,GA,2.86,4.38,29.32,2.1,22.59,2.36
2019,Odisha,OR,45.51,3.3,42.94,2.11,19.51,48.7
2015,Goa,GA,2.59,2.77,49.72,1.17,9.99,1.64
2024,Maharashtra,MH,131.73,6.9,49.17,3.1,20.88,457.15
2009,Haryana,HR,28.96,1.71,27.16,1.41,12.81,6.41
2013,Gujarat,GJ,55.53,3.36,29.86,1.91,11.01,37.68
2005,Kerala,KL,25.72,1.03,68.55,0.66,5.78,4.6
2010,Uttarakhand,UK,11.95,2.63,69.09,1.02,9.63,8.23
2023,Odisha,OR,48.36,5.78,68.54,3.79,19.41,228.22
2021,Punjab,PB,32.11,2.39,45.23,0.98,14.63,13.04
2013,Kerala,KL,28.64,1.03,62.36,0.73,20.34,4.62
2006,Assam,AS,27.72,1.73,53.98,0.9,3.49,8.29
2019,Delhi,DL,16.22,4.69,60.83,2.74,10.3,49.36
2007,Assam,AS,27.91,2.27,54.76,0.52,12.64,7.04
2017,Madhya Pradesh,MP,71.9,2.6,54.22,1.24,22.17,42.94
2021,Arunachal Pradesh,AR,2.75,3.17,28.94,1.86,18.06,1.5
2024,West Bengal,WB,89.46,3.78,63.38,2.87,11.53,208.38
2022,Andhra Pradesh,AP,51.33,2.84,72.26,1.09,22.58,40.98
2022,Goa,GA,2.81,3.62,44.46,0.89,20.31,1.44
2005,Maharashtra,MH,103.43,2.18,35.49,0.74,18.08,22.84
2017,Mizoram,MZ,1.96,3.76,33.34,1.62,11.43,1.57
2017,Karnataka,KA,58.55,2.48,35.02,0.97,20.12,16.34
2009,Himachal Pradesh,HP,11.95,1.46,69.96,0.64,12.18,3.15
2006,Himachal Pradesh,HP,11.45,0.99,28.24,1.02,6.45,1.34
2015,Meghalaya,ML,3.95,3.2,45.12,0.74,21.78,1.57
2007,Haryana,HR,27.64,1.51,57.3,0.98,18.66,8.78
2015,Chhattisgarh,CG,25.39,1.4,31.21,1.71,12.75,6.42
2011,Madhya Pradesh,MP,66.75,2.78,41.39,1.0,5.62,29.93
2018,Haryana,HR,32.38,2.05,42.0,1.16,19.71,10.15
2021,Uttar Pradesh,UP,237.01,7.35,63.91,1.02,16.19,401.2
2013,Madhya Pradesh,MP,70.51,1.76,59.74,1.86,10.29,46.9
2017,Sikkim,SK,2.01,2.15,49.22,1.04,12.07,0.79
2009,Arunachal Pradesh,AR,2.37,2.54,41.46,1.15,6.97,1.07
2005,Gujarat,GJ,50.39,1.91,52.37,1.16,11.04,21.27
2010,Meghalaya,ML,3.69,0.76,31.45,1.61,17.05,0.48
2008,Haryana,HR,28.48,2.46,39.6,0.77,16.96,7.88
2021,Tripura,TR,4.14,4.82,41.3,2.69,21.18,8.16
2014,Madhya Pradesh,MP,69.67,1.62,23.57,1.59,21.05,14.9
2012,Jammu & Kashmir,JK,15.13,1.67,22.69,1.13,10.54,2.51
2011,Goa,GA,2.43,2.02,41.58,1.62,18.16,1.07
2007,Assam,AS,27.81,2.26,54.86,0.52,12.63,7.3
2009,Jharkhand,JH,28.07,1.21,32.78,0.59,13.95,2.36
2007,Telangana,TG,37.17,2.32,30.07,0.31,10.7,3.19
2011,Jharkhand,JH,28.72,1.95,40.19,0.34,12.56,2.71
2014,Uttar Pradesh,UP,215.42,1.95,42.86,1.31,6.04,92.61
2011,Arunachal Pradesh,AR,2.49,1.88,31.59,0.72,4.55,0.44
2008,Madhya Pradesh,MP,64.64,2.97,42.45,0.3,14.19,8.09
2014,Andhra Pradesh,AP,47.44,3.15,69.11,0.99,5.73,42.54
2022,Assam,AS,33.18,5.7,41.24,2.14,21.14,61.88
2015,Andhra Pradesh,AP,48.35,2.17,34.05,0.91,19.99,10.26
2013,Telangana,TG,39.93,1.4,28.18,0.51,5.01,3.4
2018,Mizoram,MZ,1.99,1.28,68.5,2.79,21.59,1.55
2015,Telangana,TG,41.72,2.69,58.08,2.13,17.88,50.82
2022,Karnataka,KA,63.95,2.37,53.55,3.41,21.59,92.74
2013,Odisha,OR,43.79,1.7,32.79,0.45,14.69,4.02
2016,Andhra Pradesh,AP,49.12,2.11,34.37,2.44,18.32,29.78
2013,Odisha,OR,43.84,1.7,32.71,0.45,14.75,4.13
2023,Chhattisgarh,CG,28.82,5.08,48.0,3.69,24.16,83.67
2005,Punjab,PB,26.45,0.69,64.64,0.26,15.4,1.0
2012,Manipur,MN,3.76,1.43,37.06,1.47,5.23,1.06
2010,Kerala,KL,27.57,2.55,69.7,0.96,13.01,15.99
2017,Odisha,OR,44.97,3.9,67.46,1.33,13.42,56.76
2019,Manipur,MN,4.07,3.14,44.34,1.57,14.04,3.32
2022,Punjab,PB,31.69,4.44,46.84,3.01,19.9,69.23
2019,Maharashtra,MH,126.42,3.22,68.42,2.2,15.69,208.34
2005,Goa,GA,2.31,1.31,67.85,1.19,14.1,0.85
2012,Delhi,DL,15.1,1.02,60.42,1.41,19.84,4.65
2011,Rajasthan,RJ,56.86,1.22,51.0,0.92,15.01,12.73
2011,Tamil Nadu,TN,64.83,1.93,64.46,1.2,16.49,36.77
2010,Assam,AS,28.79,1.67,45.9,1.42,17.28,11.23
2015,Rajasthan,RJ,60.57,1.81,64.53,0.68,18.14,17.16
2013,Bihar,BR,99.6,2.02,35.95,0.68,19.33,18.49
2008,Odisha,OR,40.83,2.15,62.23,1.18,15.44,25.18
2024,Tripura,TR,4.31,3.41,40.44,3.67,14.32,6.92
2020,Sikkim,SK,2.04,2.59,72.31,2.68,9.12,3.71
2018,Andhra Pradesh,AP,50.18,4.91,47.71,2.39,13.66,110.84
2018,Maharashtra,MH,123.62,5.94,27.24,0.66,19.96,40.83
2014,Rajasthan,RJ,59.93,3.69,61.33,0.97,13.88,45.43
2010,Mizoram,MZ,1.81,1.64,71.64,0.58,7.56,0.48
2010,Punjab,PB,28.14,1.74,39.65,1.55,9.81,10.25
2024,Assam,AS,34.32,5.82,68.16,2.01,15.56,101.38
2016,Rajasthan,RJ,61.54,3.92,39.36,2.47,8.12,81.22
2022,Madhya Pradesh,MP,78.03,2.01,34.81,2.78,17.31,50.08
2024,Meghalaya,ML,4.3,5.41,30.07,3.4,12.38,8.28
2021,Tripura,TR,4.14,4.82,41.29,2.68,21.34,8.02
2009,Odisha,OR,41.05,0.92,64.4,0.35,11.01,2.95
2006,Madhya Pradesh,MP,64.14,1.33,58.5,1.25,5.3,22.68
2005,Karnataka,KA,51.01,0.79,47.76,0.67,6.79,4.43
2024,Bihar,BR,116.45,5.64,36.5,2.2,13.55,184.75
2009,Tripura,TR,3.63,1.15,23.2,1.42,17.86,0.44
2005,Delhi,DL,13.47,1.83,53.31,0.57,8.95,2.75
2024,Uttarakhand,UK,14.09,2.6,27.91,3.01,21.89,9.97
2013,Maharashtra,MH,115.33,2.12,31.63,1.65,17.04,41.69
2022,Karnataka,KA,63.56,2.38,54.02,3.42,21.56,93.23
2017,Tamil Nadu,TN,71.0,1.38,53.74,0.49,21.35,8.16
2012,Himachal Pradesh,HP,12.62,1.66,49.37,1.6,15.7,5.51
2013,Manipur,MN,3.82,1.45,52.07,1.18,7.82,1.4
2006,Jharkhand,JH,26.47,1.44,20.75,1.01,10.36,2.68
2008,Kerala,KL,27.42,1.93,49.9,1.13,13.88,10.27
2016,Rajasthan,RJ,61.27,3.94,39.42,2.47,8.11,82.93
2008,Andhra Pradesh,AP,43.6,1.57,54.18,0.29,13.7,4.1
2021,Sikkim,SK,2.1,2.14,42.02,1.95,13.66,1.43
2017,Telangana,TG,42.32,1.46,32.85,1.03,14.21,7.09
2014,Karnataka,KA,58.11,3.26,70.8,2.11,16.22,103.75
2015,West Bengal,WB,79.32,1.47,50.35,1.64,7.22,36.27
2020,Arunachal Pradesh,AR,2.76,2.07,69.58,2.65,21.46,3.92
2023,Madhya Pradesh,MP,78.58,3.87,63.73,2.32,19.32,161.43
2018,Nagaland,NL,2.73,4.18,52.79,2.85,11.9,5.81
2015,Gujarat,GJ,56.03,4.22,47.57,0.74,19.51,30.8
2013,West Bengal,WB,77.87,3.97,61.59,0.57,14.7,40.11
2014,Jharkhand,JH,28.74,1.22,43.43,2.06,17.88,11.54
2019,Meghalaya,ML,4.07,4.34,44.3,2.0,9.36,5.97
2022,Assam,AS,33.22,5.71,41.28,2.13,21.05,62.0
2016,Tamil Nadu,TN,69.43,2.1,43.32,2.16,14.6,44.78
2012,Sikkim,SK,1.89,0.8,43.52,1.1,9.19,0.26
2015,Gujarat,GJ,56.29,4.22,47.23,0.74,19.6,30.81
2011,Odisha,OR,41.02,2.39,60.73,0.83,15.03,19.16
2010,Uttar Pradesh,UP,210.27,3.07,45.25,1.48,10.09,157.42
2006,Chhattisgarh,CG,22.57,0.87,27.26,1.08,11.15,2.26
2009,Goa,GA,2.39,1.01,44.16,1.45,18.92,0.55
2024,Mizoram,MZ,2.18,3.88,44.33,2.29,16.64,2.77
2012,Himachal Pradesh,HP,12.55,1.67,49.51,1.61,15.62,5.5
2022,Madhya Pradesh,MP,78.14,2.01,34.74,2.77,17.33,48.9
2021,Andhra Pradesh,AP,50.3,5.96,60.85,1.74,13.85,103.08
2013,Maharashtra,MH,115.29,2.11,31.6,1.66,17.15,42.07
2012,West Bengal,WB,77.33,2.01,48.67,1.0,17.96,26.41
2019,Telangana,TG,43.1,1.4,31.45,3.03,23.31,19.74
2012,Bihar,BR,97.59,2.92,61.88,0.6,16.02,37.28
2012,Meghalaya,ML,3.7,0.78,22.78,1.08,15.38,0.25
2014,Mizoram,MZ,1.93,3.34,44.46,1.76,12.34,1.88
2021,Assam,AS,33.44,4.39,42.43,2.26,21.27,42.46
2010,Goa,GA,2.42,1.88,62.41,0.62,3.56,0.75
2005,Mizoram,MZ,1.72,1.25,44.26,1.02,13.0,0.34
2024,Delhi,DL,17.31,2.75,69.05,1.6,20.07,16.33
2010,Uttarakhand,UK,11.9,2.62,68.68,1.02,9.63,8.31
2009,Meghalaya,ML,3.64,0.92,61.81,1.11,12.3,0.75
2024,Bihar,BR,116.29,5.62,36.56,2.2,13.53,192.48
2006,Tripura,TR,3.51,2.0,35.27,0.36,6.13,0.36
2005,Punjab,PB,26.27,0.69,64.51,0.26,15.38,1.02
2007,Jammu & Kashmir,JK,14.1,1.48,31.16,1.02,17.07,2.26
2021,Sikkim,SK,2.1,2.14,42.0,1.95,13.69,1.42
2019,Manipur,MN,4.07,3.13,44.36,1.57,13.93,3.37
2023,Jammu & Kashmir,JK,16.9,4.75,63.71,2.37,22.44,42.43
2007,Jammu & Kashmir,JK,14.03,1.48,31.18,1.02,17.04,2.3
2014,West Bengal,WB,80.09,2.29,49.36,2.11,20.36,65.83
2021,Uttarakhand,UK,13.74,2.72,66.94,2.8,21.82,22.55
2017,Uttarakhand,UK,12.97,2.33,33.83,1.97,7.79,8.26
2008,Sikkim,SK,1.74,1.52,60.33,1.38,16.75,0.74
2019,Maharashtra,MH,126.53,3.23,67.9,2.2,15.78,210.51
2013,Jammu & Kashmir,JK,14.98,2.11,45.07,1.55,19.79,7.26
2017,Madhya Pradesh,MP,71.9,2.59,53.83,1.24,22.23,42.88
2010,Manipur,MN,3.62,0.84,40.03,1.07,19.87,0.47
2024,Kerala,KL,32.24,4.91,70.41,2.07,23.88,77.78
2020,Punjab,PB,31.95,3.94,33.25,3.28,18.16,51.05
2015,Andhra Pradesh,AP,48.11,2.18,33.94,0.91,19.93,10.51
2005,Karnataka,KA,51.1,0.79,47.77,0.67,6.77,4.42
2021,Nagaland,NL,2.78,2.09,66.26,3.2,15.48,4.43
2019,Gujarat,GJ,59.94,4.5,46.51,0.66,19.93,26.34
2024,Delhi,DL,17.28,2.75,69.04,1.6,20.2,16.41
2011,Punjab,PB,28.69,0.87,70.13,1.11,14.63,7.01
2015,Assam,AS,31.19,1.16,40.89,0.98,17.42,5.41
2012,Assam,AS,29.78,2.67,28.61,1.49,6.75,13.92
2019,Arunachal Pradesh,AR,2.66,4.18,69.66,2.04,11.13,5.96
2017,Delhi,DL,15.92,3.91,61.22,1.24,18.29,15.85
2009,Punjab,PB,28.25,2.73,60.8,0.35,7.87,6.43
2009,Nagaland,NL,2.39,2.11,27.6,0.29,10.93,0.13
2007,Tripura,TR,3.51,0.68,59.32,1.14,15.63,0.54
2015,West Bengal,WB,79.84,1.46,50.71,1.63,7.2,36.76
2015,Sikkim,SK,1.92,1.54,49.32,1.44,10.57,0.85
2010,Punjab,PB,27.96,1.74,39.7,1.55,9.76,10.26
2009,West Bengal,WB,73.22,1.34,20.44,1.54,14.83,11.16
2005,Tripura,TR,3.46,1.11,52.99,0.5,1.38,0.39
2007,Meghalaya,ML,3.55,1.04,54.72,1.3,7.56,0.95
2015,Nagaland,NL,2.53,2.4,27.77,0.73,16.74,0.45
2024,Haryana,HR,34.24,3.12,41.18,1.23,11.4,21.89
2005,Haryana,HR,27.46,0.97,26.04,0.49,4.42,1.31
2018,Goa,GA,2.69,1.18,29.85,1.87,17.13,0.64
2010,Uttar Pradesh,UP,209.39,3.06,45.21,1.49,10.15,160.73
2015,Goa,GA,2.59,2.77,49.74,1.17,9.95,1.6
2005,Bihar,BR,90.15,0.83,35.04,0.93,16.11,8.15
2021,Gujarat,GJ,60.66,3.59,45.18,2.18,19.61,70.95
2006,Goa,GA,2.29,1.37,25.3,0.74,17.83,0.21
2012,West Bengal,WB,77.78,2.0,48.66,1.0,17.97,26.55
2012,Mizoram,MZ,1.88,1.66,35.42,1.11,8.5,0.42
2014,Delhi,DL,15.21,1.0,68.6,1.37,5.76,4.88
2023,Uttarakhand,UK,14.29,3.44,29.3,2.47,20.01,11.34
2023,Uttarakhand,UK,14.23,3.47,29.23,2.47,20.12,11.28
2023,Bihar,BR,114.06,4.66,34.59,2.19,20.33,125.32
2015,Jharkhand,JH,30.04,1.64,60.19,1.22,12.86,13.96
2021,Tamil Nadu,TN,71.97,3.39,62.3,2.35,21.67,125.81
2022,Tamil Nadu,TN,75.63,4.34,56.75,3.66,19.16,244.2
2016,Karnataka,KA,58.8,3.77,29.24,0.45,13.72,11.22
2010,Uttarakhand,UK,11.91,2.61,68.97,1.02,9.67,8.38
2019,Himachal Pradesh,HP,13.3,3.73,35.09,1.45,10.75,8.56
2010,Sikkim,SK,1.8,1.92,50.71,1.63,18.56,0.88
2008,Andhra Pradesh,AP,43.71,1.58,54.24,0.29,13.73,3.9
2020,Telangana,TG,44.71,4.44,30.22,3.27,22.25,69.91
2016,Goa,GA,2.62,2.48,69.04,2.02,6.87,3.2
2007,Karnataka,KA,52.88,2.69,61.93,1.27,15.2,38.97
2008,Jharkhand,JH,27.1,1.27,41.61,1.07,5.62,5.45
2013,Sikkim,SK,1.91,1.51,29.98,1.37,19.39,0.4
2011,Meghalaya,ML,3.67,1.18,40.57,1.31,12.74,0.77
2023,Himachal Pradesh,HP,13.89,3.62,65.49,3.39,21.97,34.16
2023,Uttarakhand,UK,14.22,3.44,29.28,2.47,20.16,11.39
2016,Goa,GA,2.62,2.48,69.33,2.0,6.88,3.2
2016,Arunachal Pradesh,AR,2.67,1.98,59.65,1.8,11.41,1.9
2018,Manipur,MN,4.06,1.67,65.46,0.95,18.39,1.45
2007,Telangana,TG,37.17,2.31,30.09,0.31,10.68,3.09
2024,Uttar Pradesh,UP,247.31,7.57,36.86,2.61,15.19,594.0
2013,Tripura,TR,3.73,3.13,26.76,0.43,18.74,0.51
2015,Arunachal Pradesh,AR,2.6,1.37,34.0,0.46,11.4,0.22
2008,Uttarakhand,UK,11.98,2.13,63.42,1.08,9.92,6.42
2020,Arunachal Pradesh,AR,2.75,2.08,69.08,2.66,21.6,3.83
2021,Punjab,PB,32.03,2.38,45.55,0.98,14.63,12.9
2021,Manipur,MN,4.11,2.9,65.25,1.86,18.39,4.9
2020,West Bengal,WB,85.14,4.98,49.03,1.58,14.87,129.63
2013,Tamil Nadu,TN,65.83,2.14,58.67,1.06,11.9,29.53
2023,Manipur,MN,4.22,4.31,49.32,2.43,12.17,8.15
2011,Telangana,TG,40.05,2.67,54.01,0.37,13.8,7.83
2016,Manipur,MN,3.87,2.1,56.22,2.08,7.56,3.83
2019,Gujarat,GJ,59.8,4.5,46.85,0.66,19.97,25.89
2011,Himachal Pradesh,HP,12.57,2.23,42.26,1.37,7.2,5.94
2012,Gujarat,GJ,54.63,2.02,29.45,0.52,16.46,6.04
2022,Manipur,MN,4.24,3.64,59.75,3.39,25.02,11.16
2011,Jammu & Kashmir,JK,14.72,2.19,33.72,1.46,9.41,5.69
2016,Tamil Nadu,TN,69.45,2.1,42.99,2.17,14.65,45.84
2006,Uttar Pradesh,UP,196.44,3.76,41.45,0.63,17.99,73.28
2023,Chhattisgarh,CG,28.82,5.08,48.08,3.67,24.16,83.94
2008,Goa,GA,2.36,1.54,43.81,0.86,6.36,0.5
2014,Manipur,MN,3.88,3.28,62.15,0.51,15.91,1.52
2009,Uttarakhand,UK,12.06,2.38,69.79,0.5,16.7,3.57
2013,Bihar,BR,99.73,2.02,36.08,0.68,19.35,18.16
2010,Sikkim,SK,1.79,1.91,50.24,1.62,18.6,0.9
2008,Karnataka,KA,54.15,0.79,51.6,1.07,17.53,8.35
2008,Himachal Pradesh,HP,12.02,1.77,44.59,0.56,12.78,1.88
2012,Delhi,DL,15.22,1.02,60.05,1.41,19.73,4.6
2012,Jharkhand,JH,28.27,3.29,28.77,1.79,16.32,17.36
2008,Kerala,KL,27.34,1.93,49.7,1.13,13.93,10.48
2009,Rajasthan,RJ,55.17,1.8,63.38,0.8,10.95,19.45
2022,Rajasthan,RJ,65.02,3.9,48.13,1.17,23.68,51.07
2016,Bihar,BR,103.39,4.7,29.27,0.49,21.02,21.57
2011,Tripura,TR,3.63,2.75,61.36,1.35,11.35,3.41
2017,Goa,GA,2.65,3.27,37.55,2.39,15.94,2.94
2012,Uttarakhand,UK,12.5,1.7,58.23,0.79,4.35,3.71
2023,Himachal Pradesh,HP,14.01,3.62,65.71,3.38,22.01,34.4
2005,Meghalaya,ML,3.38,0.92,21.68,0.32,6.48,0.09
2009,Mizoram,MZ,1.83,2.26,36.88,0.32,12.36,0.18
2023,Kerala,KL,31.94,5.91,67.28,2.11,25.82,93.75
2018,Madhya Pradesh,MP,73.14,4.94,46.05,1.86,11.4,110.62
2012,Rajasthan,RJ,59.32,3.29,48.98,1.74,10.31,58.07
2017,Bihar,BR,106.75,4.1,51.37,2.17,19.1,184.89
2010,Chhattisgarh,CG,24.48,2.39,40.27,0.94,18.96,7.94
2005,Meghalaya,ML,3.37,0.92,21.74,0.32,6.52,0.09
2009,Telangana,TG,38.54,2.07,41.87,1.26,16.54,14.75
2023,Rajasthan,RJ,66.15,4.1,68.6,3.7,17.33,235.63
2022,Mizoram,MZ,2.06,3.65,62.9,1.75,22.68,2.52
2024,Chhattisgarh,CG,29.16,2.69,69.25,4.09,25.25,66.74
2009,Karnataka,KA,55.2,1.65,50.91,1.18,12.11,19.83
2007,Jharkhand,JH,26.56,1.28,38.58,1.22,14.53,6.17
2006,Meghalaya,ML,3.45,1.87,36.53,0.99,3.48,0.86
2005,Andhra Pradesh,AP,41.95,1.56,66.94,1.18,4.28,18.33
2011,Delhi,DL,14.96,2.64,54.44,0.71,5.83,5.48
2010,Nagaland,NL,2.46,1.17,67.55,1.59,15.4,1.01
2010,Madhya Pradesh,MP,66.71,1.23,62.07,0.54,5.94,9.67
2013,West Bengal,WB,78.29,3.95,61.74,0.57,14.67,40.53
2012,Punjab,PB,28.93,1.36,39.21,0.86,9.39,4.97
2005,Uttar Pradesh,UP,192.71,3.55,56.8,0.35,3.67,54.48
2015,Jammu & Kashmir,JK,15.59,3.47,41.34,2.27,16.3,17.39
2020,Kerala,KL,31.42,3.46,31.37,2.29,24.57,24.92
2021,Delhi,DL,16.83,2.61,27.78,1.31,20.38,5.73
2012,Tamil Nadu,TN,64.99,1.89,30.08,1.16,5.56,15.15
2010,Haryana,HR,29.21,2.7,46.78,1.22,19.65,14.87
2009,Chhattisgarh,CG,24.0,2.02,46.58,0.57,7.9,4.78
2016,Jharkhand,JH,29.93,3.83,28.27,1.52,10.92,16.69
2020,Uttarakhand,UK,13.81,3.71,67.31,1.71,13.29,23.74
2020,Tripura,TR,4.03,1.91,45.2,1.01,13.33,1.24
2019,Jammu & Kashmir,JK,16.6,2.15,31.07,2.41,16.68,8.67
2012,Jammu & Kashmir,JK,15.13,1.67,22.67,1.12,10.53,2.5
2008,Manipur,MN,3.52,0.72,44.68,0.55,16.95,0.21
2005,Odisha,OR,38.75,2.04,36.73,0.58,15.71,5.95
2010,Uttarakhand,UK,11.91,2.62,68.76,1.02,9.68,8.18
2018,Rajasthan,RJ,62.97,4.09,29.85,2.43,18.98,60.92
2017,Madhya Pradesh,MP,71.84,2.6,53.86,1.25,22.09,42.67
2010,Chhattisgarh,CG,24.39,2.37,40.47,0.94,18.91,7.68
2012,Jharkhand,JH,28.24,3.29,28.73,1.79,16.28,17.54
2012,Meghalaya,ML,3.71,0.78,22.89,1.08,15.38,0.26
2021,Meghalaya,ML,4.22,2.66,65.24,2.79,18.09,7.6
2017,Himachal Pradesh,HP,13.48,2.03,59.38,0.79,14.25,4.39
2011,Assam,AS,29.37,2.84,69.2,1.12,7.45,22.75
2007,Jammu & Kashmir,JK,14.02,1.49,31.03,1.02,17.12,2.27
2022,Maharashtra,MH,127.13,3.78,75.1,3.43,18.55,399.35
2020,Meghalaya,ML,4.06,1.32,74.42,1.93,16.34,2.67
2005,West Bengal,WB,70.35,0.87,31.32,1.03,2.13,7.64
2009,Chhattisgarh,CG,24.16,2.0,46.26,0.57,7.96,4.87
2005,Karnataka,KA,50.8,0.79,47.92,0.67,6.77,4.47
2023,Nagaland,NL,2.86,2.47,33.72,2.17,14.0,1.71
2008,Assam,AS,27.82,1.66,55.02,0.62,18.22,5.59
2021,Telangana,TG,44.2,2.55,29.02,1.41,9.26,18.81
2011,Madhya Pradesh,MP,66.88,2.77,41.33,1.0,5.65,30.0
2017,Gujarat,GJ,58.67,1.35,64.22,1.75,14.25,31.96
2017,Delhi,DL,15.95,3.92,60.94,1.26,18.34,16.1
